@type xy
0.0001 12.27600574979282
0.0101 12.10940428779021
0.0201 11.62926234993076
0.0301 10.8727113666234
0.0401 9.895719714293883
0.0501 8.765840886853451
0.0601 7.55428534457341
0.07010000000000001 6.328686248806991
0.0801 5.147532968517728
0.0901 4.056721384524565
0.1001 3.088191021588578
0.1101 2.260290267570085
0.1201 1.579356928773321
0.1301 1.041990919375477
0.1401 0.6375751759459192
0.1501 0.3507186446416037
0.1601 0.1634147577510218
0.1701 0.05680994241250654
0.1801 0.01255196442427718
0.1901 0.0137378144479867
0.2001 0.0455097101292981
0.2101 0.09536101907124422
0.2201 0.1532165332400876
0.2301 0.211347606998806
0.2401 0.2641752031349372
0.2501 0.308004930400482
0.2601 0.3407290229808895
0.2701 0.3615216911116627
0.2801 0.3705467758110267
0.2901 0.3686903373473936
0.3001 0.3573257103225043
0.3101 0.3381145906897309
0.3201 0.3128447556119262
0.3301 0.283302909090621
0.3401 0.2511797451285861
0.3501 0.2180034840005367
0.3601 0.1850977380245326
0.3701 0.1535594897735318
0.3801 0.1242531241516407
0.3901 0.09781676934301254
0.4001 0.07467760911018378
0.4101 0.05507328293870438
0.4201 0.03907695571797024
0.4301 0.02662408966248969
0.4401 0.01753937085896872
0.4501 0.01156262055062177
0.4601 0.008372851483818531
0.4701 0.007609910592076002
0.4801 0.008893381978573698
0.4901 0.01183861147051817
0.5001 0.01606986004787196
0.5101 0.02123070295182929
0.5201 0.02699186927196363
0.5301 0.03305676827661112
0.5401 0.03916497842814003
0.5501 0.04509398727572369
0.5601000000000001 0.05065946914975209
0.5701 0.05571437620881983
0.5801 0.06014709983041559
0.5901 0.06387893602909659
0.6001 0.0668610625237118
0.6101 0.06907120784607366
0.6201 0.07051016571707508
0.6301 0.07119828173193661
0.6401 0.07117201484994052
0.6501 0.07048065371243011
0.6601 0.0691832476743541
0.6701 0.06734579474556806
0.6801 0.06503871340483896
0.6900999999999999 0.06233461239595785
0.7001 0.05930636200629019
0.7101 0.05602546178832347
0.7201 0.05256069301492233
0.7301 0.04897703914794289
0.7401 0.04533485403438179
0.7501 0.04168925521635283
0.7601 0.03808971845339246
0.7701 0.03457984912448472
0.7801 0.03119730643570491
0.7901 0.02797385715796914
0.8001 0.02493553682636108
0.8101000000000001 0.02210289783376762
0.8201 0.01949132554976684
0.8301 0.017111405409269
0.8401 0.01496932577713207
0.8501 0.0130673032506944
0.8601 0.0114040188693032
0.8701 0.009975055426009553
0.8801 0.008773327697946831
0.8901 0.007789498912242072
0.9001 0.007012378133601201
0.9101 0.006429294493059552
0.9201 0.006026445274051922
0.9301 0.005789215834459865
0.9400999999999999 0.005702470176685244
0.9501 0.005750811688989423
0.9601 0.005918814178546915
0.9701 0.006191223808954545
0.9801 0.006553132951836877
0.9901 0.006990127273369759
1.0001 0.00748840761158406
1.0101 0.00803488836850065
1.0201 0.008617274251344037
1.0301 0.009224117257611074
1.0401 0.009844855817355334
1.0501 0.01046983798976698
1.0601 0.01109033056640109
1.0701 0.01169851586599257
1.0801 0.01228747792080582
1.0901 0.01285117965639263
1.1001 0.01338443255937775
1.1101 0.01388286021481126
1.1201 0.01434285697856921
1.1301 0.01476154293363217
1.1401 0.01513671616379099
1.1501 0.0154668032660086
1.1601 0.01575080891456269
1.1701 0.01598826518716892
1.1801 0.01617918126624465
1.1901 0.01632399403780775
1.2001 0.01642352002651204
1.2101 0.01647890902814294
1.2201 0.01649159973054379
1.2301 0.01646327755031778
1.2401 0.01639583485556944
1.2501 0.01629133369416127
1.2601 0.01615197110216334
1.2701 0.01598004702802725
1.2801 0.0157779348741542
1.2901 0.0155480546285719
1.3001 0.01529284853499878
1.3101 0.01501475922927071
1.3201 0.01471621025355612
1.3301 0.01439958884662
1.3401 0.01406723089826265
1.3501 0.01372140794861648
1.3601 0.01336431610791642
1.3701 0.01299806676936757
1.3801 0.01262467898654142
1.3901 0.01224607338708223
1.4001 0.01186406749616545
1.4101 0.01148037234590373
1.4201 0.01109659025055337
1.4301 0.01071421363175685
1.4401 0.01033462478301369
1.4501 0.009959096467960771
1.4601 0.009588793252745179
1.4701 0.009224773478679764
1.4801 0.008867991787391348
1.4901 0.008519302116725239
1.5001 0.008179461091688605
1.5101 0.007849131740643006
1.5201 0.007528887472745291
1.5301 0.007219216258247631
1.5401 0.006920524958670737
1.5501 0.00663314375903536
1.5601 0.006357330659258068
1.5701 0.006093275986475374
1.5801 0.005841106894447752
1.5901 0.005600891820307715
1.6001 0.005372644872753551
1.6101 0.00515633012935476
1.6201 0.004951865823931366
1.6301 0.004759128408003903
1.6401 0.004577956473092185
1.6501 0.00440815452317874
1.6601 0.004249496588957143
1.6701 0.004101729677568376
1.6801 0.00396457705340077
1.6901 0.00383774134720373
1.7001 0.003720907492254045
1.7101 0.003613745487628641
1.7201 0.003515912989790905
1.7301 0.003427057734701223
1.7401 0.003346819793527462
1.7501 0.003274833665769006
1.7601 0.003210730214229211
1.7701 0.003154138446786127
1.7801 0.003104687150329601
1.7901 0.003062006382563785
1.8001 0.00302572882762619
1.8101 0.002995491021655996
1.8201 0.002970934454562907
1.8301 0.0029517065543106
1.8401 0.002937461560042323
1.8501 0.002927861290346559
1.8601 0.002922575812893569
1.8701 0.002921284021574179
1.8801 0.002923674127145149
1.8901 0.002929444067235201
1.9001 0.002938301841396166
1.9101 0.002949965776698348
1.9201 0.002964164729171277
1.9301 0.002980638226183411
1.9401 0.002999136554639649
1.9501 0.003019420799656009
1.9601 0.00304126283814854
1.9701 0.003064445291550272
1.9801 0.003088761441647297
1.9901 0.003114015113304345
2.0001 0.00314002052763255
2.0101 0.003166602128938548
2.0201 0.003193594388585494
2.0301 0.003220841588693587
2.0401 0.003248197588411045
2.0501 0.003275525575296373
2.0601 0.003302697804169882
2.0701 0.003329595325616643
2.0801 0.003356107706155006
2.0901 0.003382132741924173
2.1001 0.003407576167591468
2.1101 0.00343235136203469
2.1201 0.003456379052217328
2.1301 0.00347958701654423
2.1401 0.003501909788862659
2.1501 0.003523288364158049
2.1601 0.003543669906885351
2.1701 0.003563007462775129
2.1801 0.00358125967485858
2.1901 0.003598390504366864
2.2001 0.003614368957077698
2.2101 0.00362916881560536
2.2201 0.003642768378059303
2.2301 0.003655150203430801
2.2401 0.003666300864006547
2.2501 0.003676210705052316
2.2601 0.003684873611958749
2.2701 0.003692286784994476
2.2801 0.003698450521769157
2.2901 0.003703368007470207
2.3001 0.003707045112901792
2.3101 0.003709490200322927
2.3201 0.003710713937052957
2.3301 0.003710729116787106
2.3401 0.003709550488542
2.3501 0.003707194593130872
2.3601 0.003703679607050364
2.3701 0.0036990251936453
2.3801 0.003693252361404311
2.3901 0.003686383329227626
2.4001 0.003678441398498539
2.4101 0.003669450831781857
2.4201 0.003659436737965938
2.4301 0.003648424963659575
2.4401 0.003636441990650882
2.4501 0.003623514839232344
2.4601 0.003609670977194273
2.4701 0.003594938234287834
2.4801 0.003579344721958668
2.4901 0.003562918758152662
2.5001 0.003545688796996656
2.5101 0.003527683363158708
2.5201 0.003508930990694887
2.5301 0.003489460166192407
2.5401 0.003469299276022079
2.5501 0.003448476557516748
2.5601 0.003427020053896143
2.5701 0.003404957572762809
2.5801 0.00338231664799808
2.5901 0.003359124504891625
2.6001 0.003335408028342752
2.6101 0.003311193733976456
2.6201 0.003286507742022032
2.6301 0.003261375753807049
2.6401 0.003235823030724374
2.6501 0.003209874375534934
2.6601 0.003183554115873839
2.6701 0.003156886089832426
2.6801 0.003129893633493648
2.6901 0.003102599570303087
2.7001 0.0030750262021626
2.7101 0.003047195302138326
2.7201 0.003019128108679331
2.7301 0.002990845321247743
2.7401 0.002962367097265534
2.7501 0.002933713050287514
2.7601 0.002904902249314186
2.7701 0.002875953219162255
2.7801 0.002846883941814515
2.7901 0.00281771185867464
2.8001 0.002788453873656203
2.8101 0.00275912635703874
2.8201 0.002729745150027249
2.8301 0.002700325569954768
2.8401 0.002670882416071004
2.8501 0.002641429975862993
2.8601 0.002611982031856879
2.8701 0.002582551868852649
2.8801 0.00255315228154654
2.8901 0.002523795582498379
2.9001 0.002494493610403743
2.9101 0.002465257738633167
2.9201 0.002436098884003038
2.9301 0.002407027515744942
2.9401 0.002378053664642434
2.9501 0.002349186932306149
