@type xydy
-6.907755278982137 -0.3410032712361925 1.56485149584864
-6.214608098422192 -0.3357891948273718 1.440860613570931
-5.809142990314027 -0.3227382408846077 1.361900565032782
-5.521460917862246 -0.30888278121892 1.295334531061888
-5.298317366548037 -0.2954734051917528 1.236131811098817
-5.115995809754082 -0.2828205028501778 1.182512104088863
-4.961845129926824 -0.27098373754617 1.133505954930232
-4.828313737302301 -0.2599410626558824 1.088453795658128
-4.710530701645918 -0.2496426702427241 1.046854320621197
-4.605170185988091 -0.2400309270438503 1.008304205246534
-4.509860006183767 -0.2310482966687664 0.9724685409733907
-4.422848629194137 -0.2226404985598645 0.9390638140125462
-4.3428059215206 -0.2147576356437684 0.9078468937081268
-4.268697949366878 -0.2073544229560523 0.8786073061465812
-4.199705077879927 -0.2003900192922234 0.8511615042212492
-4.135166556742356 -0.1938276946999896 0.8253484541329287
-4.074541934925921 -0.1876344443231699 0.8010261445176292
-4.017383521085972 -0.1817806009637611 0.7780687718562848
-3.963316299815697 -0.1762394702093953 0.7563644382102387
-3.912023005428146 -0.170986997746287 0.7358132467172406
-3.863232841258714 -0.1660014713806821 0.7163257117163932
-3.816712825623821 -0.1612632568370824 0.6978214213928719
-3.772261063052987 -0.1567545648327781 0.6802279054722211
-3.729701448634191 -0.1524592463375088 0.6634796710252017
-3.688879454113936 -0.1483626128359588 0.6475173772209964
-3.649658740960655 -0.1444512785642663 0.6322871257318921
-3.611918412977808 -0.140713021953494 0.6177398479928198
-3.575550768806933 -0.1371366638108865 0.6038307740212498
-3.540459448995663 -0.1337119600665096 0.590518970260752
-3.506557897319982 -0.1304295071904542 0.5777669361051719
-3.473768074496991 -0.1272806586365586 0.5655402505204575
-3.442019376182411 -0.1242574508904845 0.5538072616041593
-3.411247717515657 -0.1213525378937981 0.5425388130808423
-3.381394754365976 -0.1185591327836397 0.5317080026800965
-3.352407217492723 -0.1158709560323361 0.5212899681247639
-3.324236340526027 -0.1132821891957459 0.5112616971032596
-3.296837366337913 -0.1107874335859056 0.5016018581371544
-3.270169119255751 -0.1083816732751195 0.4922906497038233
-3.244193632852491 -0.1060602419171763 0.4833096653500862
-3.218875824868201 -0.1038187929387722 0.4746417728493
-3.194183212277829 -0.1016532727121174 0.4662710057216949
-3.170085660698769 -0.09955989636948816 0.4581824656643069
-3.146555163288575 -0.09753512596336819 0.4503622346294742
-3.123565645063876 -0.0955756507128067 0.4427972954551327
-3.101092789211817 -0.09367836910857393 0.4354754600906472
-3.079113882493042 -0.0918403726773476 0.4283853045824298
-3.057607677272078 -0.09005893122913756 0.4215161100872419
-3.036554268074246 -0.08833147943297566 0.4148578092704542
-3.01593498087151 -0.08665560458401189 0.4084009375237942
-2.995732273553991 -0.08502903544094545 0.4021365885040576
-2.975929646257811 -0.08344963202650328 0.3960563735524031
-2.95651156040071 -0.0819153762957354 0.3901523846044644
-2.937463365430015 -0.08042436358745946 0.3844171602456618
-2.918771232417863 -0.07897479478345847 0.3788436546046962
-2.900422093749666 -0.0775649691081864 0.3734252088120123
-2.882403588246988 -0.07619327750891433 0.3681555247796956
-2.864704011147587 -0.07485819656258121 0.363028641085353
-2.847312268435718 -0.07355828286120684 0.3580389107655201
-2.830217835076418 -0.0722921678326743 0.3531809808444164
-2.813410716760036 -0.07105855295807571 0.3484497734418084
-2.796881414808826 -0.06985620535070856 0.3438404683196203
-2.780620893937045 -0.06868395366527047 0.3393484867410167
-2.764620552590604 -0.06754068430888141 0.3349694765282001
-2.748872195622465 -0.0664253379283083 0.3306992982162994
-2.7333680090865 -0.06533690615021889 0.3265340122106484
-2.718100536955712 -0.06427442855348314 0.3224698668636133
-2.703062659591171 -0.06323698985450216 0.3185032873950389
-2.68824757380603 -0.06222371728830259 0.3146308655874715
-2.673648774384878 -0.06123377816971247 0.3108493501936605
-2.659260036932778 -0.06026637762035206 0.3071556379995438
-2.645075401940822 -0.05932075644844861 0.3035467654910353
-2.631089159966082 -0.05839618916963281 0.3000199010775439
-2.617295837833746 -0.05749198215791053 0.2965723378292985
-2.603690185777967 -0.05660747191693887 0.2932014866892978
-2.590267165445827 -0.0557420234625806 0.2899048701240825
-2.577021938695806 -0.05489502880847617 0.2866801161805787
-2.563949857128453 -0.05406590554706497 0.2835249529190307
-2.551046452292545 -0.05325409551911593 0.2804372031945417
-2.538307426515116 -0.05245906356539774 0.277414779762014
-2.525728644308255 -0.05168029635463685 0.2744556806813422
-2.513306124309698 -0.05091730128238292 0.2715579850015895
-2.501036031717884 -0.05016960543583015 0.2687198487045772
-2.488914671185539 -0.04943675462003399 0.2659395008898779
-2.476938480138823 -0.04871831244131929 0.263215240184612
-2.465104022491821 -0.04801385944400138 0.2605454313627421
-2.453407982728629 -0.04732299229683934 0.2579285021597401
-2.441847160327553 -0.04664532302591248 0.2553629402695776
-2.430418464503931 -0.04598047829086027 0.2528472905119789
-2.419118909249997 -0.04532809870165423 0.2503801521587794
-2.407945608651872 -0.04468783817327927 0.2479601764090581
-2.396895772465287 -0.04405936331589427 0.2455860640034751
-2.385966701933097 -0.04344235285821785 0.2432565629689405
-2.375155785828881 -0.04283649710204738 0.2409704664853822
-2.364460496712133 -0.04224149740596845 0.2387266108669697
-2.353878387381596 -0.04165706569644936 0.2365238736506915
-2.343407087514301 -0.04108292400464135 0.2343611717856851
-2.333044300478754 -0.0405188040273222 0.2322374599171766
-2.322787800311565 -0.03996444671052824 0.2301517287593124
-2.312635428847547 -0.03941960185451904 0.2281030035515562
-2.302585092994046 -0.038884027738811 0.2260903425936875
-2.292634762140878 -0.03835749076610069 0.2241128358547705
-2.282782465697866 -0.03783976512397734 0.2221696036517726
-2.273026290752501 -0.03733063246339661 0.2202597953937975
-2.263364379840764 -0.03682988159295494 0.2183825883881624
-2.253794928824614 -0.03633730818806622 0.216537186704795
-2.24431618487007 -0.03585271451420049 0.2147228200956541
-2.234926444520231 -0.03537590916339782 0.2129387429660872
-2.225624051857917 -0.03490670680332082 0.2111842333952366
-2.216407396752993 -0.03444492793815514 0.2094585922027871
-2.207274913189721 -0.03399039868071063 0.2077611420595166
-2.198225077669803 -0.03354295053511609 0.2060912266392709
