@type xy
1.6501 0.02294553950305373
1.6601 0.02279777707765224
1.6701 0.02265242225056052
1.6801 0.02250936236236443
1.6901 0.02236849042266738
1.7001 0.0222297048359027
1.7101 0.02209290914038575
1.7201 0.0219580117599514
1.7301 0.02182492576755633
1.7401 0.02169356866025712
1.7501 0.02156386214500516
1.7601 0.02143573193472785
1.7701 0.02130910755419248
1.7801 0.02118392215517456
1.7901 0.02106011234047682
1.8001 0.02093761799636754
1.8101 0.02081638213302896
1.8201 0.02069635073262688
1.8301 0.02057747260463196
1.8401 0.02045969924804193
1.8501 0.02034298472017111
1.8601 0.02022728551169057
1.8701 0.02011256042761769
1.8801 0.01999877047396904
1.8901 0.01988587874980451
1.9001 0.01977385034440408
1.9101 0.01966265223933143
1.9201 0.01955225321515061
1.9301 0.0194426237625735
1.9401 0.01933373599782657
1.9501 0.01922556358203605
1.9601 0.01911808164444012
1.9701 0.01901126670924626
1.9801 0.01890509662596063
1.9901 0.0187995505030249
2.0001 0.01869460864460371
2.0101 0.01859025249037374
2.0201 0.01848646455817238
2.0301 0.01838322838937109
2.0401 0.01828052849684464
2.0501 0.01817835031541409
2.0601 0.01807668015464677
2.0701 0.01797550515390253
2.0801 0.0178748132395204
2.0901 0.01777459308404531
2.1001 0.01767483406739887
2.1101 0.01757552623990316
2.1201 0.01747666028707044
2.1301 0.01737822749607627
2.1401 0.01728021972383693
2.1501 0.01718262936661624
2.1601 0.01708544933109005
2.1701 0.01698867300680047
2.1801 0.01689229423993455
2.1901 0.01679630730836578
2.2001 0.01670070689789931
2.2101 0.0166054880796647
2.2201 0.01651064628860255
2.2301 0.01641617730299406
2.2401 0.01632207722498479
2.2501 0.01622834246205622
2.2601 0.01613496970940087
2.2701 0.01604195593315883
2.2801 0.01594929835447557
2.2901 0.01585699443434258
2.3001 0.01576504185918442
2.3101 0.01567343852715723
2.3201 0.01558218253512567
2.3301 0.01549127216628628
2.3401 0.0154007058784075
2.3501 0.01531048229265713
2.3601 0.01522060018299002
2.3701 0.01513105846606964
2.3801 0.01504185619169874
2.3901 0.01495299253373497
2.4001 0.01486446678146903
2.4101 0.01477627833144348
2.4201 0.01468842667969166
2.4301 0.01460091141437679
2.4401 0.01451373220881276
2.4501 0.01442688881484832
2.4601 0.01434038105659783
2.4701 0.014254208824502
2.4801 0.01416837206970325
2.4901 0.0140828707987207
2.5001 0.01399770506841068
2.5101 0.01391287498119913
2.5201 0.01382838068057312
2.5301 0.01374422234681915
2.5401 0.01366040019299637
2.5501 0.01357691446113368
2.5601 0.0134937654186399
2.5701 0.01341095335491692
2.5801 0.01332847857816597
2.5901 0.01324634141237785
2.6001 0.01316454219449824
2.6101 0.01308308127175958
2.6201 0.0130019589991715
2.6301 0.01292117573716223
2.6401 0.0128407318493634
2.6501 0.01276062770053152
2.6601 0.01268086365459921
2.6701 0.0126014400728501
2.6801 0.01252235731221096
2.6901 0.01244361572365571
2.7001 0.01236521565071535
2.7101 0.01228715742808889
2.7201 0.01220944138034999
2.7301 0.01213206782074479
2.7401 0.01205503705007602
2.7501 0.01197834935566938
2.7601 0.01190200501041777
2.7701 0.01182600427189956
2.7801 0.01175034738156704
2.7901 0.01167503456400143
2.8001 0.01160006602623117
2.8101 0.01152544195710998
2.8201 0.01145116252675173
2.8301 0.01137722788601909
2.8401 0.01130363816606317
2.8501 0.01123039347791128
2.8601 0.0111574939121005
2.8701 0.01108493953835434
2.8801 0.01101273040530033
2.8901 0.01094086654022619
2.9001 0.01086934794887253
2.9101 0.01079817461526001
2.9201 0.01072734650154906
2.9301 0.01065686354793029
2.9401 0.01058672567254389
2.9501 0.01051693277142622
2.9601 0.01044748471848225
2.9701 0.01037838136548205
2.9801 0.0103096225420801
2.9901 0.01024120805585594
